type,spots_available,begin_date,municipality_code
BSO,39,25-06-2012,1681
VGO,6,11-04-2019,14
VGO,5,10-05-2010,840
VGO,6,16-12-2021,1719
KDV,60,01-01-2010,14
VGO,6,15-06-2020,983
VGO,6,07-09-2010,397
KDV,87,01-01-2005,513
VGO,6,26-02-2019,1735
VGO,6,14-06-2021,392
VGO,6,24-09-2018,296
VGO,6,29-10-2016,798
BSO,48,01-01-2010,363
KDV,9,01-01-2010,518
VGO,4,23-03-2021,233
KDV,24,23-12-2013,851
VGO,5,03-10-2019,1926
BSO,44,01-01-2010,72
VGO,6,18-08-2020,502
VGO,6,17-09-2015,1926
KDV,48,21-10-2013,1955
VGO,6,26-07-2010,1598
VGO,6,01-02-2013,307
VGO,6,02-01-2021,995
VGO,6,14-02-2013,502
VGO,6,05-03-2018,268
KDV,64,10-01-2013,984
VGO,4,25-10-2010,183
VGO,6,21-05-2013,1916
VGO,6,13-11-2019,642
BSO,22,28-10-2020,228
BSO,48,26-03-2012,177
KDV,16,01-04-2016,163
KDV,16,10-08-2012,518
BSO,44,01-01-2010,632
KDV,16,12-05-2021,177
KDV,15,16-11-2015,361
VGO,6,09-11-2020,867
BSO,44,01-04-2010,1598
KDV,35,01-01-2010,50
VGO,6,03-05-2010,772
VGO,6,07-01-2014,917
KDV,16,28-04-2010,1714
BSO,60,24-02-2012,200
KDV,18,10-01-2017,484
VGO,6,07-09-2010,269
BSO,50,18-03-2019,501
KDV,16,01-11-2015,361
KDV,16,05-09-2012,1979
KDV,50,01-01-2010,626
BSO,55,01-01-2010,363
KDV,16,01-08-2013,153
BSO,60,04-06-2014,119
VGO,5,11-10-2021,363
KDV,24,06-06-2012,736
VGO,6,04-11-2019,203
KDV,46,07-05-2010,703
VGO,6,01-01-2021,779
VGO,6,24-06-2020,86
BSO,180,01-10-2012,321
VGO,6,23-01-2017,303
BSO,38,01-01-2019,1724
KDV,28,01-05-2012,392
KDV,16,14-11-2012,193
KDV,16,01-01-2011,935
VGO,6,01-09-2010,420
VGO,5,11-12-2012,797
KDV,66,01-01-2010,363
KDV,48,01-03-2013,777
KDV,44,28-12-2010,796
VGO,6,28-08-2020,302
VGO,6,26-10-2018,202
VGO,6,15-09-2010,1969
BSO,43,01-01-2002,1948
VGO,6,22-11-2021,798
VGO,6,01-02-2021,1960
VGO,6,19-06-2014,772
KDV,32,02-09-2011,917
VGO,6,11-09-2020,1948
VGO,6,21-09-2021,86
VGO,2,20-10-2010,642
VGO,6,26-11-2014,622
KDV,48,18-09-2021,879
KDV,48,01-07-2013,158
BSO,40,01-11-2004,1969
BSO,60,01-01-2010,193
BSO,100,07-12-2006,758
VGO,6,05-11-2012,1940
BSO,54,01-01-2010,1883
VGO,6,05-11-2010,356
VGO,4,11-02-2020,184
BSO,34,01-01-2010,1900
VGO,6,01-12-2020,1952
BSO,51,19-08-2021,308
BSO,20,03-12-2021,307
VGO,5,28-05-2020,14
VGO,6,27-07-2010,1911
VGO,6,03-12-2013,847
VGO,6,26-04-2017,1961
BSO,50,01-01-2010,355
VGO,6,10-11-2010,1859
KDV,16,26-07-2012,518
KDV,48,01-09-2011,1959
VGO,6,07-02-2022,1991
VGO,6,27-09-2018,1942
VGO,6,16-09-2010,166
KDV,56,01-01-2010,988
KDV,60,01-01-2010,363
VGO,6,16-08-2021,299
VGO,6,15-10-2010,383
KDV,13,22-03-2021,668
VGO,6,04-06-2013,193
BSO,22,24-08-2015,1586
KDV,16,19-10-2020,479
KDV,16,28-10-2014,222
BSO,22,23-08-2021,14
VGO,6,01-08-2013,1930
VGO,6,10-07-2015,984
VGO,6,21-01-2021,114
VGO,6,16-06-2022,80
VGO,6,15-12-2021,758
VGO,6,30-09-2010,957
VGO,6,07-09-2010,880
VGO,6,17-07-2017,599
VGO,6,10-09-2013,1783
BSO,68,13-12-2005,1970
BSO,50,01-01-2005,1509
KDV,33,16-09-2015,518
KDV,32,10-08-2012,518
VGO,6,01-09-2016,200
VGO,6,07-02-2013,796
KDV,46,01-01-2010,361
KDV,70,01-10-2008,946
BSO,36,10-01-2022,301
VGO,6,19-08-2013,171
VGO,4,20-06-2017,1680
VGO,4,06-04-2022,34
BSO,130,01-06-2012,307
VGO,4,24-11-2010,14
VGO,6,06-10-2014,193
VGO,6,09-12-2021,279
BSO,40,01-01-2005,303
VGO,6,28-04-2016,432
BSO,66,21-10-2013,867
VGO,6,27-09-2019,1783
VGO,4,20-11-2017,269
BSO,44,01-05-2014,575
VGO,6,07-01-2019,772
VGO,3,06-10-2010,243
VGO,6,12-04-2012,118
BSO,39,04-10-2011,50
VGO,6,21-07-2022,114
VGO,6,05-07-2017,1900
VGO,4,01-07-2011,867
VGO,6,26-08-2019,1911
VGO,5,12-04-2018,1963
KDV,16,27-07-2012,637
VGO,6,10-12-2010,537
VGO,6,06-08-2020,505
VGO,6,29-05-2012,150
VGO,4,24-05-2017,400
VGO,6,11-05-2010,166
VGO,6,04-02-2011,716
KDV,32,11-05-2015,246
VGO,6,15-10-2010,748
VGO,6,07-03-2022,794
KDV,28,02-11-2012,363
BSO,25,01-03-2021,1680
BSO,60,01-01-2010,715
VGO,6,09-09-2010,1940
BSO,22,13-12-2021,14
VGO,6,02-07-2010,575
VGO,6,29-09-2010,512
VGO,6,27-10-2010,758
VGO,6,17-07-2017,200
VGO,6,02-09-2020,34
VGO,6,31-05-2018,153
BSO,88,01-01-2012,1980
BSO,10,21-02-2022,820
BSO,40,01-01-2010,356
VGO,6,29-03-2021,80
KDV,79,01-01-1998,794
GOB,NaN,01-01-2010,141
KDV,16,16-07-2012,363
VGO,6,06-01-2022,106
KDV,28,17-01-2019,984
VGO,4,14-12-2010,1903
KDV,16,01-04-2020,1681
BSO,20,02-08-2010,400
VGO,6,04-10-2010,321
VGO,6,12-10-2010,345
VGO,4,17-01-2020,984
KDV,16,03-02-2012,1980
VGO,6,30-07-2019,59
KDV,16,18-01-2018,1948
KDV,32,01-08-2015,479
KDV,16,02-01-2005,439
VGO,6,12-11-2018,74
VGO,6,15-07-2015,599
VGO,6,09-08-2010,637
VGO,6,10-09-2019,1586
BSO,30,09-12-2020,1950
KDV,28,04-02-2022,267
VGO,3,23-07-2010,1969
KDV,16,22-05-2012,200
KDV,24,01-01-2010,14
VGO,4,05-12-2016,845
VGO,6,03-12-2021,356
VGO,6,04-07-2022,302
VGO,6,20-02-2020,262
VGO,6,09-10-2014,274
VGO,6,27-05-2020,861
VGO,6,24-08-2010,1773
KDV,78,01-05-2013,642
VGO,6,13-10-2010,1652
VGO,6,18-02-2022,1963
VGO,6,01-11-2010,736
VGO,6,01-03-2017,1734
VGO,5,23-09-2010,363
KDV,16,07-12-2012,268
BSO,46,26-07-2010,1948
BSO,70,01-01-2010,736
BSO,40,01-01-2005,118
VGO,6,14-08-2018,1900
KDV,27,10-01-2018,34
BSO,82,01-09-2011,796
VGO,6,23-04-2012,1982
KDV,50,01-01-2010,599
VGO,6,20-01-2017,518
VGO,6,02-09-2010,736
BSO,48,01-01-2008,268
VGO,6,16-03-2021,232
VGO,6,29-12-2015,1735
BSO,12,18-08-2022,637
BSO,76,01-01-2010,796
KDV,32,19-10-2019,1690
VGO,6,28-09-2010,1955
KDV,16,24-11-2016,47
VGO,6,28-10-2021,228
BSO,18,18-11-2021,736
BSO,35,05-06-2012,34
VGO,6,28-07-2021,222
BSO,40,15-03-2022,599
VGO,6,10-05-2019,160
BSO,60,01-01-2010,1904
VGO,6,22-11-2010,50
BSO,20,24-08-2012,177
BSO,54,01-01-2010,14
KDV,16,24-02-2020,1952
KDV,60,15-12-2015,268
BSO,44,01-01-2010,988
KDV,94,01-01-2010,307
VGO,6,11-05-2021,917
VGO,6,11-12-2018,523
VGO,4,14-12-2010,599
VGO,6,31-05-2021,777
KDV,24,01-07-2013,60
KDV,16,03-01-2014,629
VGO,6,13-01-2014,1728
VGO,6,10-05-2016,153
VGO,6,23-01-2013,109
BSO,40,01-01-2017,1699
KDV,16,20-07-2021,627
BSO,24,15-07-2016,405
KDV,8,24-03-2015,1949
BSO,22,22-12-2020,861
VGO,4,24-06-2021,865
KDV,84,01-01-2010,153
VGO,4,09-06-2022,796
VGO,4,05-08-2020,1783
KDV,16,13-07-2017,597
BSO,44,11-12-2018,363
VGO,6,23-12-2010,484
KDV,23,02-01-2017,363
BSO,7,07-10-2019,518
KDV,57,06-07-2010,200
BSO,40,24-08-2010,173
VGO,4,12-07-2019,610
KDV,8,17-08-2020,166
BSO,12,22-01-2018,1731
VGO,6,28-07-2015,268
VGO,6,26-08-2010,1970
KDV,32,11-06-2013,268
KDV,32,01-01-2010,392
KDV,16,02-06-2014,1734
KDV,16,01-01-2013,14
KDV,16,02-10-2013,1859
VGO,6,06-09-2010,762
GOB,NaN,01-01-2010,1959
BSO,44,01-09-2021,569
BSO,20,16-11-2021,14
KDV,16,09-03-2016,268
VGO,6,05-11-2010,1883
KDV,48,12-10-2020,847
VGO,6,07-10-2010,1728
BSO,30,08-08-2013,1652
KDV,34,18-07-2016,983
VGO,6,19-11-2010,74
VGO,4,22-06-2021,392
VGO,6,14-01-2015,1931
VGO,6,20-10-2010,1969
VGO,6,06-11-2020,753
KDV,16,20-03-2013,1961
BSO,44,08-01-2018,1980
VGO,5,05-04-2018,114
BSO,30,21-04-2016,166
BSO,30,01-01-2010,597
BSO,60,01-01-2010,797
VGO,6,27-06-2013,1724
VGO,6,21-08-2021,400
BSO,34,01-01-2005,1771
VGO,6,08-11-2021,748
VGO,4,08-10-2010,928
VGO,6,24-05-2018,1721
KDV,43,01-01-2010,106
VGO,6,11-09-2019,299
VGO,6,14-04-2016,344
VGO,6,28-12-2021,189
KDV,24,08-01-2016,599
VGO,6,11-11-2010,189
VGO,6,18-11-2016,1709
VGO,6,24-01-2018,1891
VGO,6,12-08-2014,171
VGO,4,22-10-2010,743
KDV,43,01-02-1996,383
VGO,4,23-02-2017,627
VGO,6,06-09-2016,180
BSO,60,01-01-2010,503
VGO,6,02-12-2013,232
VGO,4,15-09-2012,983
VGO,5,22-06-2017,171
KDV,24,28-08-2012,758
VGO,6,25-06-2020,14
KDV,16,01-01-2001,794
BSO,19,12-12-2016,917
VGO,6,14-09-2021,794
VGO,6,23-08-2010,796
BSO,22,17-08-2020,72
BSO,70,28-06-2016,335
KDV,44,31-07-2013,177
BSO,55,31-08-2015,899
VGO,6,26-04-2019,203
KDV,92,01-01-2005,622
KDV,16,18-08-2014,377
VGO,6,17-05-2022,158
VGO,6,08-11-2010,505
GOB,NaN,01-01-2010,74
BSO,12,01-10-2011,345
VGO,5,10-11-2010,503
BSO,24,14-10-2021,1771
VGO,6,17-08-2010,339
VGO,6,23-02-2017,1949
VGO,6,16-03-2018,794
VGO,6,08-09-2017,828
KDV,16,28-06-2012,518
GOB,NaN,01-01-2010,1900
VGO,6,05-08-2010,855
VGO,6,11-05-2015,1911
KDV,36,01-01-2010,1931
VGO,1,14-10-2019,1708
VGO,6,04-12-2014,753
KDV,35,01-01-1998,794
BSO,30,01-11-2014,796
BSO,44,01-01-2010,770
KDV,32,01-01-2017,606
VGO,6,20-10-2010,1896
KDV,16,25-09-2014,203
BSO,8,01-10-2020,1969
VGO,5,01-08-2018,513
VGO,4,17-11-2020,308
KDV,16,15-10-2015,622
BSO,76,01-01-2003,1950
VGO,6,13-01-2020,1507
KDV,16,28-02-2011,748
BSO,40,01-03-2014,118
KDV,15,22-08-2022,344
BSO,22,09-06-2021,1930
VGO,6,11-12-2020,794
VGO,6,26-11-2010,534
KDV,16,13-12-2013,1959
VGO,6,04-08-2014,153
KDV,28,15-08-2013,80
KDV,16,20-07-2016,758
VGO,6,05-10-2020,356
BSO,100,02-04-2010,632
BSO,30,11-12-2014,168
BSO,34,12-03-2015,995
VGO,6,10-05-2022,1940
KDV,26,10-08-2012,677
KDV,15,01-09-2014,344
KDV,16,01-02-2016,687
KDV,36,23-07-2012,200
KDV,37,01-03-2016,599
KDV,36,31-12-2013,119
KDV,42,05-07-2007,345
VGO,3,01-10-2017,14
VGO,6,19-08-2010,1900
VGO,6,02-10-2015,995
VGO,6,01-03-2013,1895
VGO,4,29-09-2021,762
KDV,16,16-11-2018,289
VGO,6,15-09-2015,80
BSO,20,10-08-2017,1978
VGO,6,20-07-2010,1621
KDV,16,01-11-2019,957
BSO,18,22-07-2014,171
BSO,140,01-01-2010,344
KDV,16,22-08-2016,546
VGO,6,28-04-2016,1978
BSO,70,01-05-2012,14
VGO,6,01-11-2018,737
BSO,27,01-01-2010,502
BSO,14,28-03-2022,400
BSO,44,11-06-2020,345
VGO,6,01-02-2014,307
VGO,5,18-10-2010,150
KDV,32,01-10-2021,1783
KDV,28,01-09-2018,363
VGO,6,29-01-2015,74
VGO,6,29-09-2010,1641
VGO,6,13-08-2021,267
BSO,60,31-07-2013,177
VGO,6,27-08-2010,59
BSO,77,28-06-2012,599
VGO,6,16-08-2010,171
BSO,44,02-01-2010,232
VGO,6,27-09-2010,879
VGO,6,15-02-2022,668
KDV,52,01-01-2010,503
BSO,30,01-09-2015,114
VGO,4,29-04-2019,153
BSO,33,18-05-2015,1891
VGO,3,25-01-2022,344
BSO,24,12-01-2015,1980
VGO,6,23-08-2010,1773
KDV,16,01-05-2014,1949
VGO,6,19-10-2011,222
VGO,4,15-11-2011,757
VGO,6,18-03-2019,244
VGO,6,05-02-2019,882
BSO,27,01-01-2022,1699
VGO,6,26-01-2015,556
BSO,24,01-09-2009,603
KDV,39,01-01-2010,358
VGO,6,06-12-2017,406
KDV,48,01-01-2010,823
VGO,6,01-12-2021,1979
VGO,6,09-11-2021,1859
BSO,33,02-02-2015,479
BSO,40,20-08-2012,637
BSO,26,07-05-2019,629
VGO,6,02-02-2018,153
BSO,36,30-03-2017,363
BSO,32,03-09-2013,377
VGO,6,06-07-2021,1959
VGO,6,11-08-2022,202
VGO,6,13-05-2022,1959
VGO,6,27-01-2017,222
VGO,4,15-06-2012,479
VGO,2,16-11-2010,86
VGO,6,25-10-2010,1970
VGO,6,06-10-2010,1667
BSO,20,20-08-2012,451
VGO,6,03-09-2019,1982
KDV,52,01-01-2010,1931
KDV,30,01-01-2010,376
KDV,59,01-01-2010,1982
VGO,6,01-10-2010,1728
VGO,4,22-09-2020,80
KDV,16,01-01-2015,153
KDV,28,29-08-2013,114
KDV,72,01-05-2013,384
VGO,6,02-08-2022,629
VGO,6,18-03-2019,1708
VGO,6,11-07-2014,1948
BSO,70,02-06-2008,301
VGO,6,23-08-2021,772
BSO,46,02-05-2013,796
BSO,33,27-03-2018,484
VGO,4,20-09-2010,848
KDV,16,22-06-2021,189
KDV,16,20-12-2011,537
VGO,6,06-09-2010,98
GOB,NaN,06-09-2012,1940
KDV,14,11-07-2013,74
VGO,6,25-01-2013,1948
BSO,30,01-01-2010,599
BSO,22,12-07-2018,114
VGO,5,10-12-2010,855
VGO,6,26-10-2017,299
BSO,20,25-08-2017,826
VGO,6,01-06-2010,34
GOB,NaN,01-09-2014,994
VGO,6,25-03-2014,275
VGO,6,28-01-2016,1581
VGO,6,29-12-2016,1959
KDV,48,21-12-2021,855
KDV,16,12-09-2019,243
VGO,6,30-06-2022,637
KDV,48,01-09-2018,1969
BSO,40,20-08-2018,1507
VGO,6,02-06-2021,1940
KDV,37,04-08-2010,638
VGO,6,22-08-2013,518
KDV,68,28-05-2010,772
KDV,64,13-08-2020,14
VGO,1,15-11-2010,597
VGO,6,07-06-2019,1982
VGO,2,07-08-2018,865
VGO,6,24-06-2014,1742
BSO,40,01-01-2014,98
BSO,60,01-07-2013,158
KDV,44,01-01-2010,995
VGO,6,03-12-2010,402
KDV,46,01-01-2010,98
VGO,6,02-09-2010,762
VGO,4,11-03-2022,363
KDV,31,09-12-2019,1669
VGO,6,17-12-2018,166
VGO,6,14-10-2010,150
KDV,32,05-07-2016,518
VGO,6,17-12-2013,1949
BSO,44,08-01-2014,1991
KDV,27,01-01-2010,503
VGO,4,25-04-2016,200
VGO,6,01-12-2021,599
VGO,6,20-12-2019,228
KDV,66,11-10-2010,1961
BSO,40,01-01-2010,1842
VGO,6,23-10-2020,1966
VGO,6,13-03-2015,441
BSO,44,23-02-2012,310
KDV,56,01-01-2010,392
VGO,6,24-08-2020,523
BSO,30,27-07-2016,1931
KDV,48,01-01-2010,363
KDV,16,01-01-2014,439
BSO,56,27-04-2010,484
BSO,270,26-10-2011,363
VGO,6,17-03-2015,855
VGO,6,23-06-2020,1959
VGO,6,13-12-2018,344
VGO,6,01-05-2017,106
VGO,6,01-04-2012,917
KDV,64,23-03-2020,855
VGO,4,06-12-2010,1690
BSO,26,25-08-2020,599
VGO,6,12-10-2010,356
VGO,6,17-08-2015,230
VGO,6,13-07-2021,14
KDV,16,01-09-2016,505
BSO,20,02-07-2014,361
BSO,80,01-01-2010,502
VGO,6,08-06-2020,770
BSO,24,03-05-2018,147
KDV,56,01-01-2010,828
VGO,6,09-05-2017,148
KDV,16,01-03-2012,1955
VGO,6,13-04-2018,748
KDV,16,26-03-2013,505
KDV,15,29-08-2016,431
KDV,29,29-06-2015,1969
VGO,6,12-08-2021,47
VGO,6,13-01-2022,865
VGO,6,01-09-2019,1892
KDV,66,01-01-2010,344
KDV,48,01-04-2007,1883
KDV,16,02-05-2011,718
VGO,6,21-06-2017,995
VGO,6,12-02-2014,737
VGO,6,10-09-2019,228
VGO,6,27-08-2018,222
VGO,6,05-09-2018,150
VGO,4,01-09-2012,1961
VGO,6,20-07-2021,200
KDV,28,07-07-2015,518
GOB,NaN,01-01-2010,501
VGO,3,27-09-2010,363
BSO,88,01-01-2010,861
VGO,6,01-10-2020,1640
KDV,71,05-01-2018,518
VGO,4,04-11-2010,518
BSO,40,06-09-2010,757
BSO,100,01-01-2010,160
VGO,6,22-09-2010,1701
BSO,30,19-02-2019,983
KDV,14,05-09-2016,363
VGO,6,19-03-2020,275
KDV,16,23-10-2020,1884
VGO,6,29-09-2017,599
KDV,16,21-02-2022,505
KDV,87,01-08-1990,383
VGO,6,15-03-2021,1959
VGO,6,21-07-2022,994
VGO,4,28-03-2014,971
VGO,4,01-11-2016,273
BSO,22,18-11-2021,518
KDV,32,21-06-2016,984
KDV,28,01-01-2010,687
VGO,6,13-11-2017,394
BSO,20,01-02-2015,995
VGO,6,07-02-2022,86
KDV,45,01-02-2001,268
VGO,6,27-09-2021,281
VGO,6,03-10-2011,163
BSO,110,01-01-2010,503
VGO,5,25-06-2021,34
BSO,31,01-01-2010,828
VGO,6,02-11-2015,1945
VGO,6,13-01-2022,1681
KDV,16,26-10-2015,114
VGO,6,29-07-2010,1969
BSO,60,01-01-2010,397
KDV,14,15-02-2012,597
BSO,30,01-03-2011,193
KDV,40,25-09-2012,225
VGO,6,01-12-2016,1783
VGO,2,07-03-2019,363
VGO,6,16-04-2018,772
BSO,48,18-10-2010,1969
VGO,4,08-04-2011,599
VGO,6,15-01-2021,983
KDV,32,01-03-2019,1904
VGO,6,18-05-2010,200
VGO,3,18-06-2020,394
BSO,30,18-07-2016,983
VGO,6,11-03-2019,717
VGO,6,08-08-2022,1509
KDV,16,18-10-2010,1949
VGO,6,09-08-2022,417
VGO,6,01-01-2010,228
VGO,6,30-09-2010,1655
BSO,44,11-11-2021,1883
VGO,6,29-12-2010,1681
BSO,17,01-01-2021,1586
BSO,23,26-03-2021,267
KDV,16,12-05-2012,917
BSO,100,01-12-2014,855
KDV,16,05-06-2020,202
KDV,16,01-12-2014,1674
BSO,67,01-01-2010,344
KDV,16,31-07-2020,637
VGO,4,11-07-2018,184
VGO,6,09-08-2010,175
BSO,58,01-01-2010,1696
VGO,6,14-10-2010,327
VGO,6,01-10-2016,1979
BSO,30,01-01-2010,599
VGO,6,15-11-2021,1696
VGO,6,22-09-2010,1991
KDV,16,07-12-2018,202
KDV,15,26-08-2019,362
VGO,6,29-06-2021,599
KDV,16,26-07-2021,299
VGO,6,31-08-2020,392
VGO,6,04-07-2011,717
VGO,6,04-10-2010,1773
KDV,16,13-10-2014,363
BSO,80,20-12-2012,74
KDV,32,29-04-2019,200
VGO,6,01-01-2020,209
KDV,16,01-05-2017,1706
VGO,6,22-12-2015,80
VGO,4,15-01-2020,599
BSO,44,19-07-2019,267
KDV,16,18-08-2022,637
VGO,6,20-01-2015,164
BSO,40,22-08-2016,1961
BSO,17,03-02-2014,34
KDV,30,31-08-2021,1735
BSO,37,01-01-2010,498
VGO,6,14-12-2010,1970
BSO,80,01-09-2000,377
VGO,6,08-11-2010,984
VGO,6,28-10-2014,431
KDV,16,01-09-2017,1699
VGO,3,27-02-2017,80
VGO,6,24-09-2010,118
VGO,6,22-02-2013,119
BSO,40,22-08-2014,171
VGO,6,06-11-2013,599
VGO,6,15-04-2016,363
VGO,6,02-06-2016,262
KDV,39,01-01-2005,301
VGO,6,01-09-2020,828
VGO,6,01-10-2018,200
BSO,20,15-04-2010,392
GOB,NaN,01-01-2010,995
BSO,30,13-08-2013,599
VGO,6,06-09-2017,1731
VGO,6,07-01-2021,1892
KDV,16,14-03-2014,34
VGO,6,07-11-2017,402
VGO,6,19-02-2018,1949
BSO,28,19-07-2021,200
VGO,6,03-06-2010,1982
VGO,5,13-06-2017,344
KDV,14,30-08-2013,203
VGO,6,13-11-2020,1970
KDV,16,21-12-2017,1978
VGO,6,16-07-2010,244
VGO,6,27-08-2021,757
VGO,6,29-08-2013,203
KDV,16,01-03-2016,599
KDV,16,28-07-2016,513
VGO,6,19-08-2010,344
BSO,30,01-04-2011,363
VGO,6,01-11-2012,935
BSO,30,12-09-2014,828
KDV,16,24-09-2020,402
KDV,16,31-08-2020,590
VGO,6,27-08-2014,1734
KDV,26,20-12-2012,983
BSO,100,01-03-2014,14
VGO,6,20-09-2010,303
VGO,6,17-05-2021,148
BSO,110,01-04-2010,34
VGO,6,14-06-2016,758
BSO,42,11-10-2002,34
VGO,6,19-01-2021,1940
VGO,6,20-09-2017,828
VGO,6,10-07-2017,1952
KDV,28,01-01-2010,599
KDV,16,12-04-2022,294
KDV,24,03-08-2015,1883
KDV,65,04-08-2010,928
KDV,16,02-01-2018,148
BSO,60,30-07-2013,556
VGO,6,08-10-2010,197
VGO,6,04-10-2018,1942
KDV,44,01-01-2010,988
KDV,16,01-01-2017,1963
BSO,34,01-01-2014,1659
VGO,6,02-11-2010,589
VGO,6,09-06-2022,716
KDV,46,16-09-2016,479
BSO,30,10-05-2021,439
BSO,32,14-02-2017,34
VGO,4,31-07-2015,828
KDV,16,12-01-2017,98
GOB,NaN,17-06-2015,226
VGO,6,04-09-2020,160
VGO,6,15-07-2021,537
KDV,15,01-01-2017,1963
KDV,54,01-01-2010,637
KDV,48,01-01-2010,1978
VGO,6,24-07-2017,599
VGO,6,18-10-2010,479
KDV,16,01-01-2017,542
BSO,18,30-07-2020,1954
VGO,6,04-06-2018,1884
VGO,6,08-06-2015,1952
VGO,6,24-06-2021,1970
VGO,6,19-07-2010,1680
VGO,6,10-10-2019,1930
BSO,44,01-01-2010,373
BSO,20,04-01-2021,163
VGO,6,14-10-2010,502
BSO,130,07-07-2014,344
BSO,20,19-09-2018,762
VGO,6,08-04-2020,80
KDV,64,01-01-2010,1735
VGO,6,06-01-2014,363
BSO,66,23-02-2015,1724
VGO,6,06-04-2020,150
KDV,15,27-03-2014,1883
KDV,32,19-07-2017,453
VGO,6,24-10-2018,737
KDV,30,03-12-2015,197
VGO,6,12-09-2019,246
VGO,6,02-12-2016,226
VGO,6,21-12-2018,1904
VGO,4,09-04-2021,267
VGO,6,29-10-2021,1930
KDV,40,01-01-2010,363
KDV,60,01-01-2010,479
BSO,75,01-01-2005,1945
KDV,87,01-01-2010,1525
VGO,6,31-08-2010,1960
BSO,6,25-02-2021,865
VGO,6,24-08-2010,1891
VGO,6,01-06-2020,642
KDV,64,01-01-2009,202
KDV,16,01-05-2013,505
BSO,60,20-12-2012,80
VGO,6,04-11-2020,363
BSO,70,21-02-2013,1904
BSO,78,29-08-2011,599
BSO,64,15-02-2014,344
VGO,6,10-08-2016,716
VGO,6,30-09-2020,1876
VGO,6,03-12-2010,1876
KDV,16,18-05-2018,363
VGO,5,08-10-2010,373
VGO,6,30-11-2010,785
BSO,32,16-11-2014,1708
KDV,46,12-11-2014,518
VGO,6,09-01-2017,1970
VGO,6,29-05-2020,307
VGO,4,18-01-2021,1948
VGO,4,10-06-2014,599
VGO,6,03-11-2010,823
BSO,22,03-07-2018,1676
BSO,85,01-01-2010,106
VGO,6,30-09-2020,1734
KDV,63,01-01-2010,489
VGO,6,10-03-2021,1859
VGO,6,22-04-2014,917
VGO,6,16-03-2017,1699
VGO,6,20-09-2017,1699
KDV,92,01-01-2010,273
KDV,89,18-11-2021,518
VGO,6,01-08-2013,1948
BSO,44,01-01-2010,1667
VGO,6,28-09-2016,505
VGO,6,17-03-2015,1954
BSO,22,01-09-2012,228
VGO,6,24-08-2021,1942
KDV,27,27-10-2014,946
BSO,29,04-08-2014,1708
BSO,40,14-09-2010,753
VGO,6,16-12-2019,345
KDV,45,01-01-2012,301
VGO,6,30-12-2010,995
VGO,4,14-10-2015,14
BSO,40,31-10-2012,944
KDV,15,01-01-2015,14
BSO,22,25-08-2014,1948
VGO,6,11-11-2010,363
BSO,50,01-01-2010,828
VGO,6,15-10-2018,489
VGO,6,07-09-2021,50
KDV,48,01-01-2010,1900
BSO,52,01-01-2010,772
VGO,2,21-09-2011,166
KDV,14,15-08-2012,518
KDV,36,01-02-2008,826
BSO,54,01-11-2014,772
VGO,6,19-08-2010,405
VGO,6,29-01-2018,1891
KDV,32,29-02-2012,262
BSO,30,01-01-2010,531
VGO,6,01-06-2020,1507
BSO,30,01-01-2010,590
VGO,6,09-12-2019,1701
VGO,6,11-10-2010,361
KDV,16,12-11-2014,321
VGO,6,22-12-2017,736
KDV,89,01-01-2010,352
VGO,6,09-07-2018,275
VGO,6,03-08-2010,505
VGO,6,09-05-2016,400
KDV,132,19-09-2010,321
VGO,4,01-01-2021,917
BSO,40,24-08-2020,794
VGO,3,20-04-2021,798
BSO,34,01-10-2018,678
GOB,NaN,18-06-2010,546
KDV,16,05-02-2014,1961
KDV,22,02-12-2009,603
VGO,6,13-03-2017,1970
BSO,78,01-01-2010,14
BSO,48,01-09-2011,1696
VGO,6,26-08-2010,420
KDV,16,26-03-2012,1676
BSO,44,20-08-2014,518
BSO,88,21-08-2017,622
VGO,6,07-04-2022,1655
KDV,42,01-08-2021,200
GOB,NaN,01-01-2010,14
KDV,45,13-05-2011,1896
BSO,55,18-07-2019,405
VGO,6,15-12-2015,1658
GOB,NaN,01-06-2013,106
VGO,6,03-12-2010,1734
VGO,6,16-01-2012,637
VGO,6,01-11-2019,439
BSO,18,01-01-2014,479
VGO,6,09-11-2012,363
VGO,6,17-11-2010,363
VGO,6,14-04-2014,599
BSO,40,01-01-2010,392
BSO,150,16-08-2021,530
VGO,4,23-01-2018,865
KDV,8,16-08-2022,1924
BSO,46,02-01-2010,1734
VGO,6,28-10-2010,394
VGO,6,06-09-2010,498
BSO,20,01-10-2017,74
KDV,16,17-07-2015,603
BSO,22,08-10-2018,171
KDV,16,13-11-2017,86
VGO,6,12-04-2021,599
KDV,48,01-08-2011,855
BSO,20,20-07-2010,448
KDV,44,02-03-2012,402
KDV,16,01-04-2016,163
BSO,17,23-04-2010,907
KDV,28,01-07-2010,518
BSO,20,13-12-2016,193
KDV,16,02-01-2012,1892
VGO,6,10-09-2020,90
VGO,6,13-07-2020,642
KDV,54,01-01-2010,518
BSO,30,28-04-2021,569
BSO,11,19-11-2018,1735
VGO,6,20-10-2010,183
KDV,14,15-02-2019,1690
BSO,30,02-01-2010,757
KDV,96,01-01-2010,153
VGO,6,04-04-2017,1896
KDV,16,16-11-2017,534
VGO,6,08-04-2013,109
BSO,50,01-10-2013,882
VGO,6,13-06-2019,197
